Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Amount_invested_monthly,Monthly_Balance,Credit_Score,Credit_History_Years,Spending_Level,Payment_Size,Credit-Builder Loan,Home Equity Loan,Personal Loan,Not_Specified,Mortgage Loan,Not Specified,Payday Loan,Debt Consolidation Loan,Auto Loan,Student Loan
21.0,Developer,35547.71,2853.3091666666664,7,5,5.0,0.0,9,17.0,2.58,4.0,Standard,943.86,41.77618715055719,Yes,97.78548508587446,482.6076383223166,Standard,31.0,High,Small,0,0,0,1,0,0,0,0,0,0
21.0,Developer,35547.71,2853.3091666666664,7,5,5.0,0.0,5,15.0,2.58,4.0,Standard,943.86,29.217556326688413,Yes,97.78548508587446,497.6872787770267,Standard,31.0,High,Medium,0,0,0,1,0,0,0,0,0,0
21.0,Developer,35547.71,2853.3091666666664,7,5,5.0,0.0,10,15.0,2.58,4.0,Standard,943.86,26.263822692130155,Yes,97.78548508587446,394.31893393507744,Standard,31.0,Low,Small,0,0,0,1,0,0,0,0,0,0
21.0,Developer,35547.71,2853.3091666666664,7,5,5.0,0.0,1,15.0,2.58,4.0,Standard,943.86,25.86292247432155,Yes,97.78548508587446,364.00001570479753,Standard,31.0,High,Small,0,0,0,1,0,0,0,0,0,0
31.0,Lawyer,73928.46,5988.705000000001,4,5,8.0,0.0,12,10.0,10.14,2.0,Good,548.2,39.96268501363903,No,176.42772380490536,740.1960900583389,Good,32.0,High,Large,0,0,0,1,0,0,0,0,0,0
31.0,Lawyer,73928.46,5988.705000000001,4,5,8.0,0.0,8,7.0,10.14,2.0,Good,548.2,42.76986440325711,NM,176.42772380490536,705.931285531244,Good,32.0,Low,Medium,0,0,0,1,0,0,0,0,0,0
31.0,Lawyer,73928.46,5988.705000000001,4,5,8.0,0.0,8,7.0,10.14,2.0,Good,548.2,40.7121865299296,No,176.42772380490536,698.8107657019921,Good,32.0,High,Medium,0,0,0,1,0,0,0,0,0,0
31.0,Lawyer,73928.46,5988.705000000001,4,5,8.0,0.0,8,7.0,10.14,2.0,Good,548.2,30.201657705809275,No,176.42772380490536,270.66810874941655,Good,32.0,Low,Small,0,0,0,1,0,0,0,0,0,0
31.0,Lawyer,73928.46,5988.705000000001,4,5,8.0,0.0,11,7.0,10.14,2.0,Good,548.2,26.33331042687101,No,176.42772380490536,690.9186643139128,Good,32.0,Low,Large,0,0,0,1,0,0,0,0,0,0
31.0,Lawyer,73928.46,5988.705000000001,4,5,8.0,0.0,7,7.0,10.14,2.0,Good,548.2,35.2754365244368,No,176.42772380490536,633.0801749681799,Good,32.0,Low,Large,0,0,0,1,0,0,0,0,0,0
31.0,Lawyer,73928.46,5988.705000000001,4,5,8.0,0.0,8,4.0,10.14,2.0,Good,548.2,36.62479126183763,No,176.42772380490536,510.3611004874053,Standard,32.0,High,Small,0,0,0,1,0,0,0,0,0,0
31.0,Lawyer,73928.46,5988.705000000001,4,5,8.0,0.0,8,7.0,10.14,2.0,Good,548.2,31.58098966831768,No,176.42772380490536,796.2349097481042,Good,32.0,Missing,Missing,0,0,0,1,0,0,0,0,0,0
34.0,Lawyer,131313.4,10469.207759388815,0,1,8.0,2.0,0,3.0,9.34,4.0,Good,352.16,32.200508995391914,NM,338.43495631738324,858.462474411158,Good,30.0,High,Medium,1,0,0,0,1,0,0,0,0,0
34.0,Lawyer,131313.4,10469.207759388815,0,1,8.0,2.0,0,2.0,9.34,4.0,Good,352.16,31.98371000755867,No,338.43495631738324,547.7604572149734,Good,30.0,High,Small,1,0,0,0,1,0,0,0,0,0
34.0,Lawyer,131313.4,10469.207759388815,0,1,8.0,2.0,0,3.0,9.34,4.0,Good,352.16,31.803134495092277,NM,338.43495631738324,1038.5694068321734,Good,30.0,High,Large,1,0,0,0,1,0,0,0,0,0
34.0,Lawyer,131313.4,10469.207759388815,0,1,8.0,2.0,0,2.0,9.34,4.0,Good,352.16,42.64578489930634,No,338.43495631738324,899.1987716145285,Good,30.0,High,Medium,1,0,0,0,1,0,0,0,0,0
34.0,Lawyer,131313.4,10469.207759388815,0,1,8.0,2.0,0,4.0,9.34,4.0,Good,352.16,40.902517150451615,No,338.43495631738324,963.2548189998564,Good,30.0,High,Large,1,0,0,0,1,0,0,0,0,0
34.0,Lawyer,131313.4,10469.207759388815,0,1,8.0,2.0,0,3.0,9.34,4.0,Good,352.16,41.98016961054943,No,338.43495631738324,1140.0673399198365,Standard,30.0,High,Large,1,0,0,0,1,0,0,0,0,0
34.0,Lawyer,131313.4,10469.207759388815,0,1,8.0,2.0,0,2.0,9.34,4.0,Good,352.16,29.18791265416669,No,338.43495631738324,396.1113462137519,Good,30.0,Low,Medium,1,0,0,0,1,0,0,0,0,0
30.0,Media_Manager,34081.38,2611.115,8,7,15.0,3.0,30,14.0,17.13,5.0,Standard,1704.18,35.171160021263034,Yes,56.45978063925896,392.19618457022375,Poor,14.0,High,Large,0,0,0,0,0,1,0,0,1,1
30.0,Media_Manager,34081.38,2611.115,8,7,15.0,3.0,31,14.0,17.13,5.0,Standard,1704.18,35.11155247196594,Yes,56.45978063925896,260.9124018324295,Poor,14.0,Low,Large,0,0,0,0,0,1,0,0,1,1
30.0,Media_Manager,34081.38,2611.115,8,7,15.0,3.0,34,14.0,17.13,5.0,Standard,1704.18,29.76215930632113,Yes,56.45978063925896,260.0809753987602,Poor,14.0,Low,Small,0,0,0,0,0,1,0,0,1,1
30.0,Media_Manager,34081.38,2611.115,8,7,15.0,3.0,27,14.0,17.13,5.0,Standard,1704.18,30.206214222610893,Yes,56.45978063925896,397.2283547370202,Standard,14.0,High,Large,0,0,0,0,0,1,0,0,1,1
30.0,Media_Manager,34081.38,2611.115,8,7,15.0,3.0,30,14.0,17.13,5.0,Standard,1704.18,31.17087232096111,Yes,56.45978063925896,410.6743660782873,Standard,14.0,Missing,Missing,0,0,0,0,0,1,0,0,1,1
30.0,Media_Manager,34081.38,2611.115,8,7,15.0,3.0,30,11.0,17.13,5.0,Standard,1704.18,38.438505084064886,NM,56.45978063925896,395.1733866886683,Standard,14.0,High,Small,0,0,0,0,0,1,0,0,1,1
30.0,Media_Manager,34081.38,2611.115,8,7,15.0,3.0,30,14.0,17.13,5.0,Standard,1704.18,33.82348834412097,Yes,56.45978063925896,411.3068036170128,Poor,14.0,High,Medium,0,0,0,0,0,1,0,0,1,1
23.0,Doctor,114838.41,9843.8675,2,5,7.0,3.0,13,11.0,8.24,8.0,Good,1377.74,33.66455429077268,No,226.08204945419004,802.3004421328528,Good,21.0,High,Small,0,0,1,0,0,0,0,1,1,0
23.0,Doctor,114838.41,9843.8675,2,5,7.0,3.0,14,8.0,8.24,8.0,Good,1377.74,27.62632548676964,NM,226.08204945419004,785.2583558699787,Good,21.0,High,Large,0,0,1,0,0,0,0,1,1,0
23.0,Doctor,114838.41,9843.8675,2,5,7.0,3.0,11,14.0,8.24,8.0,Good,1377.74,30.4590318418306,No,226.08204945419004,772.411908624267,Good,21.0,Missing,Missing,0,0,1,0,0,0,0,1,1,0
23.0,Doctor,114838.41,9843.8675,2,5,7.0,3.0,11,11.0,8.24,8.0,Good,1377.74,29.819186633421047,No,226.08204945419004,367.6845938942932,Standard,21.0,High,Small,0,0,1,0,0,0,0,1,1,0
23.0,Doctor,114838.41,9843.8675,2,5,7.0,3.0,13,14.0,8.24,8.0,Good,1377.74,26.114213868949623,NM,226.08204945419004,491.11338755538793,Good,21.0,Missing,Missing,0,0,1,0,0,0,0,1,1,0
23.0,Doctor,114838.41,9843.8675,2,5,7.0,3.0,11,11.0,8.24,8.0,Good,1377.74,31.76751564697107,No,226.08204945419004,792.0256603398883,Good,21.0,High,Medium,0,0,1,0,0,0,0,1,1,0
23.0,Doctor,114838.41,9843.8675,2,5,7.0,3.0,11,11.0,8.24,8.0,Good,1377.74,27.813353640375272,No,226.08204945419004,742.9221908300779,Standard,21.0,High,Large,0,0,1,0,0,0,0,1,1,0
44.0,Journalist,31370.8,2825.233333333333,1,6,12.0,2.0,4,0.0,5.76,5.0,Good,421.43,29.51935255713933,NM,187.53863944010743,341.55442316289026,Good,26.0,High,Small,0,0,0,0,0,1,1,0,0,0
44.0,Journalist,31370.8,2825.233333333333,1,6,12.0,2.0,2,0.0,5.76,5.0,Good,421.43,28.22048095698559,No,187.53863944010743,227.1627349487646,Good,26.0,Low,Small,0,0,0,0,0,1,1,0,0,0
44.0,Journalist,31370.8,2825.233333333333,1,6,12.0,2.0,1,0.0,5.76,5.0,Good,421.43,31.04641790511995,No,187.53863944010743,375.0865082781542,Good,26.0,Low,Medium,0,0,0,0,0,1,1,0,0,0
44.0,Journalist,31370.8,2825.233333333333,1,6,12.0,2.0,1,0.0,5.76,5.0,Good,421.43,30.1680304036694,No,187.53863944010743,292.3016778366485,Good,26.0,Low,Small,0,0,0,0,0,1,1,0,0,0
44.0,Journalist,31370.8,2825.233333333333,1,6,12.0,2.0,1,0.0,5.76,5.0,Good,421.43,25.18923173183331,No,187.53863944010743,341.20663263941435,Good,26.0,Low,Small,0,0,0,0,0,1,1,0,0,0
44.0,Journalist,31370.8,2825.233333333333,1,6,12.0,2.0,1,0.0,5.76,5.0,Good,421.43,25.502468550245663,No,187.53863944010743,378.18977936486505,Good,26.0,Low,Medium,0,0,0,0,0,1,1,0,0,0
44.0,Journalist,31370.8,2825.233333333333,1,6,12.0,2.0,1,2.0,5.76,5.0,Good,421.43,22.762202172732568,No,187.53863944010743,337.51230376982244,Good,26.0,Low,Small,0,0,0,0,0,1,1,0,0,0
44.0,Journalist,31370.8,2825.233333333333,1,6,12.0,2.0,1,2.0,5.76,5.0,Good,421.43,37.56505276771999,No,187.53863944010743,273.2623770631024,Good,26.0,Low,Small,0,0,0,0,0,1,1,0,0,0
40.0,Teacher,33751.27,2948.605833333333,5,5,20.0,3.0,16,20.0,11.0,8.0,Standard,1328.93,37.08907564543987,NM,72.48273749435492,362.5457119402324,Standard,19.0,High,Medium,1,0,1,0,0,0,0,0,1,0
40.0,Teacher,33751.27,2948.605833333333,5,5,20.0,3.0,16,20.0,11.0,8.0,Standard,1328.93,30.908080633467584,Yes,72.48273749435492,399.7213311259382,Standard,19.0,High,Large,1,0,1,0,0,0,0,0,1,0
40.0,Teacher,33751.27,2948.605833333333,5,5,20.0,3.0,16,20.0,11.0,8.0,Standard,1328.93,38.03072168039317,Yes,72.48273749435492,229.6698268253028,Standard,19.0,Low,Large,1,0,1,0,0,0,0,0,1,0
40.0,Teacher,33751.27,2948.605833333333,5,5,20.0,3.0,17,22.0,11.0,8.0,Standard,1328.93,23.40441277698757,Yes,72.48273749435492,444.6598471365032,Standard,19.0,High,Large,1,0,1,0,0,0,0,0,1,0
40.0,Teacher,33751.27,2948.605833333333,5,5,20.0,3.0,16,20.0,11.0,8.0,Standard,1328.93,29.073758182245705,Yes,72.48273749435492,276.5227242515123,Standard,19.0,Low,Small,1,0,1,0,0,0,0,0,1,0
40.0,Teacher,33751.27,2948.605833333333,5,5,20.0,3.0,16,20.0,11.0,8.0,Standard,1328.93,32.78263672653516,Yes,72.48273749435492,406.9923272339233,Standard,19.0,High,Medium,1,0,1,0,0,0,0,0,1,0
40.0,Teacher,33751.27,2948.605833333333,5,5,20.0,3.0,16,20.0,11.0,8.0,Standard,1328.93,35.58400504980836,Yes,72.48273749435492,444.4252395051343,Standard,19.0,Missing,Missing,1,0,1,0,0,0,0,0,1,0
40.0,Teacher,33751.27,2948.605833333333,5,5,20.0,3.0,16,17.0,11.0,8.0,Standard,1328.93,31.13948358493632,Yes,72.48273749435492,443.88279713203934,Standard,19.0,High,Large,1,0,1,0,0,0,0,0,1,0
33.0,Engineer,88640.24,7266.686666666667,3,6,1.0,2.0,4,0.0,3.51,3.0,Good,950.36,28.210617211444603,No,210.68172949112167,732.563531674279,Standard,25.0,High,Large,0,0,0,0,0,0,1,0,0,0
33.0,Engineer,88640.24,7266.686666666667,3,6,1.0,2.0,4,2.0,3.51,3.0,Good,950.36,41.036168282350594,NM,210.68172949112167,674.3205073907143,Good,25.0,High,Large,0,0,0,0,0,0,1,0,0,0
33.0,Engineer,88640.24,7266.686666666667,3,6,1.0,2.0,4,0.0,3.51,3.0,Good,950.36,34.67019437922772,No,210.68172949112167,543.3063842324688,Standard,25.0,High,Medium,0,0,0,0,0,0,1,0,0,0
33.0,Engineer,88640.24,7266.686666666667,3,6,1.0,2.0,4,2.0,3.51,3.0,Good,950.36,31.82853557484664,No,210.68172949112167,86.63611982901625,Standard,25.0,Low,Small,0,0,0,0,0,0,1,0,0,0
33.0,Engineer,88640.24,7266.686666666667,3,6,1.0,2.0,4,2.0,3.51,3.0,Good,950.36,34.702836927947075,No,210.68172949112167,561.8766736172248,Good,25.0,High,Medium,0,0,0,0,0,0,1,0,0,0
33.0,Engineer,88640.24,7266.686666666667,3,6,1.0,2.0,4,0.0,3.51,3.0,Good,950.36,38.32363895436978,No,210.68172949112167,195.36907909976551,Good,25.0,Low,Small,0,0,0,0,0,0,1,0,0,0
33.0,Engineer,88640.24,7266.686666666667,3,6,1.0,2.0,4,0.0,3.51,3.0,Good,950.36,30.87079911079545,No,210.68172949112167,733.0533444127112,Good,25.0,High,Large,0,0,0,0,0,0,1,0,0,0
35.0,Entrepreneur,54392.16,4766.68,6,4,14.0,3.0,10,8.0,5.54,3.0,Standard,179.22,25.649246067243418,Yes,244.7354373920944,378.54048018698535,Standard,27.0,Low,Large,0,0,1,0,0,1,0,0,0,1
35.0,Entrepreneur,54392.16,4766.68,6,4,14.0,3.0,10,10.0,5.54,3.0,Standard,179.22,29.40877527612245,Yes,244.7354373920944,459.52405345965286,Standard,27.0,High,Medium,0,0,1,0,0,1,0,0,0,1
35.0,Entrepreneur,54392.16,4766.68,6,4,14.0,3.0,10,7.0,5.54,3.0,Standard,179.22,27.19258740532601,Yes,244.7354373920944,147.43368987341347,Standard,27.0,Low,Small,0,0,1,0,0,1,0,0,0,1
35.0,Entrepreneur,54392.16,4766.68,6,4,14.0,3.0,10,8.0,5.54,3.0,Standard,179.22,34.59532445612005,Yes,244.7354373920944,409.15747216385233,Standard,27.0,Low,Small,0,0,1,0,0,1,0,0,0,1
35.0,Entrepreneur,54392.16,4766.68,6,4,14.0,3.0,10,8.0,5.54,3.0,Standard,179.22,23.195025404792624,Yes,244.7354373920944,7.129357073661937,Standard,27.0,Low,Small,0,0,1,0,0,1,0,0,0,1
35.0,Entrepreneur,54392.16,4766.68,6,4,14.0,3.0,10,8.0,5.54,3.0,Standard,179.22,35.112531991297786,Yes,244.7354373920944,464.1635141118658,Standard,27.0,Low,Large,0,0,1,0,0,1,0,0,0,1
35.0,Entrepreneur,54392.16,4766.68,6,4,14.0,3.0,10,8.0,5.54,3.0,Standard,179.22,32.8788050668308,Yes,244.7354373920944,147.15801969696355,Standard,27.0,Low,Small,0,0,1,0,0,1,0,0,0,1
39.0,Manager,8701.545,519.12875,6,5,32.0,7.0,23,9.0,8.86,6.0,Standard,2602.69,24.523163853918167,Yes,33.526418259777614,272.2984679091685,Poor,9.0,Low,Large,0,1,1,0,0,0,1,0,1,1
39.0,Manager,8701.545,519.12875,6,5,32.0,7.0,23,9.0,8.86,6.0,Standard,2602.69,39.90251759709182,Yes,33.526418259777614,250.64951389296183,Poor,9.0,Low,Large,0,1,1,0,0,0,1,0,1,1
39.0,Manager,8701.545,519.12875,6,5,32.0,7.0,22,7.0,8.86,6.0,Standard,2602.69,32.09749227865355,Yes,33.526418259777614,284.9744939516557,Poor,9.0,Low,Small,0,1,1,0,0,0,1,0,1,1
39.0,Manager,8701.545,519.12875,6,5,32.0,7.0,22,9.0,8.86,6.0,Standard,2602.69,37.16937449181635,Yes,33.526418259777614,254.87772562990057,Poor,9.0,Low,Small,0,1,1,0,0,0,1,0,1,1
39.0,Manager,8701.545,519.12875,6,5,32.0,7.0,23,6.0,8.86,6.0,Standard,2602.69,28.570031407996357,Yes,33.526418259777614,242.43306442147872,Poor,9.0,Low,Medium,0,1,1,0,0,0,1,0,1,1
39.0,Manager,8701.545,519.12875,6,5,32.0,7.0,21,9.0,8.86,6.0,Standard,2602.69,38.46541540543407,Yes,33.526418259777614,264.8928715293409,Poor,9.0,Low,Medium,0,1,1,0,0,0,1,0,1,1
37.0,Entrepreneur,25546.26,2415.855,8,7,14.0,5.0,16,14.0,7.83,5.0,Standard,758.44,37.41820916883601,NM,131.30039377019003,337.1522635235368,Standard,18.0,High,Medium,1,0,0,0,0,1,0,0,1,1
37.0,Entrepreneur,25546.26,2415.855,8,7,14.0,5.0,16,13.0,7.83,5.0,Standard,758.44,29.711375540929517,Yes,131.30039377019003,129.9336309554582,Standard,18.0,Low,Small,1,0,0,0,0,1,0,0,1,1
37.0,Entrepreneur,25546.26,2415.855,8,7,14.0,5.0,16,10.0,7.83,5.0,Standard,758.44,25.413616742350907,Yes,131.30039377019003,319.0402758742555,Standard,18.0,Low,Large,1,0,0,0,0,1,0,0,1,1
37.0,Entrepreneur,25546.26,2415.855,8,7,14.0,5.0,16,13.0,7.83,5.0,Standard,758.44,28.2774200145778,Yes,131.30039377019003,118.2575151695921,Standard,18.0,Low,Small,1,0,0,0,0,1,0,0,1,1
37.0,Entrepreneur,25546.26,2415.855,8,7,14.0,5.0,16,10.0,7.83,5.0,Standard,758.44,34.58659948959524,Yes,131.30039377019003,338.52611416415374,Standard,18.0,High,Small,1,0,0,0,0,1,0,0,1,1
37.0,Entrepreneur,25546.26,2415.855,8,7,14.0,5.0,16,14.0,7.83,5.0,Standard,758.44,30.099067241911712,Yes,131.30039377019003,299.9564688659588,Standard,18.0,Low,Small,1,0,0,0,0,1,0,0,1,1
37.0,Entrepreneur,25546.26,2415.855,8,7,14.0,5.0,15,13.0,7.83,5.0,Standard,758.44,39.33348789822524,Yes,131.30039377019003,230.44100130267208,Standard,18.0,Low,Medium,1,0,0,0,0,1,0,0,1,1
30.0,Scientist,31993.78,2942.148333333333,6,6,7.0,2.0,8,14.0,6.28,1.0,Standard,818.22,25.36959679239191,Yes,105.55723619082671,447.0747000515962,Standard,17.0,Low,Medium,0,1,0,0,0,0,1,0,0,0
30.0,Scientist,31993.78,2942.148333333333,6,6,7.0,2.0,12,14.0,6.28,1.0,Standard,818.22,37.958569410003335,Yes,105.55723619082671,157.86980351234496,Standard,17.0,Low,Small,0,1,0,0,0,0,1,0,0,0
30.0,Scientist,31993.78,2942.148333333333,6,6,7.0,2.0,8,14.0,6.28,1.0,Standard,818.22,27.38010904580052,Yes,105.55723619082671,274.8164466052998,Standard,17.0,Low,Small,0,1,0,0,0,0,1,0,0,0
30.0,Scientist,31993.78,2942.148333333333,6,6,7.0,2.0,8,14.0,6.28,1.0,Standard,818.22,34.15826211876792,Yes,105.55723619082671,376.6212092263812,Standard,17.0,Low,Medium,0,1,0,0,0,0,1,0,0,0
30.0,Scientist,31993.78,2942.148333333333,6,6,7.0,2.0,8,14.0,6.28,1.0,Standard,818.22,30.788038803709785,Yes,105.55723619082671,455.6031264418064,Standard,17.0,High,Medium,0,1,0,0,0,0,1,0,0,0
30.0,Scientist,31993.78,2942.148333333333,6,6,7.0,2.0,8,14.0,6.28,1.0,Standard,818.22,34.280968719435315,Yes,105.55723619082671,396.3496476766012,Standard,17.0,High,Small,0,1,0,0,0,0,1,0,0,0
