Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Amount_invested_monthly,Monthly_Balance,Credit_Score,Credit_History_Years,Spending_Level,Payment_Size,Credit-Builder Loan,Home Equity Loan,Personal Loan,Not_Specified,Mortgage Loan,Not Specified,Payday Loan,Debt Consolidation Loan,Auto Loan,Student Loan
26.0,Musician,45412.78653416982,3635.752933839234,0,1,5.0,1.0,0,2.0,1.820721722425461,2.0,Good,759.54,23.45035464308957,No,189.67573465613737,459.2424581155708,Good,28.0,Low,Small,0,0,0,0,0,0,1,1,0,0
26.0,Accountant,42744.464052229436,2629.137420981588,5,7,2.0,4.0,3,9.0,3.6262054103468317,4.0,Good,1149.6,36.53363586432516,No,195.58447489241289,380.1931720468781,Good,23.0,Low,Medium,1,0,0,0,1,0,0,0,0,1
52.0,Teacher,14496.193996758911,1170.1311481365587,8,5,15.0,5.0,18,13.0,9.826598900674338,8.0,Standard,666.25,31.27234478526064,No,77.15574027192984,304.0040737312478,Good,20.0,Low,Large,0,1,0,0,0,0,0,1,1,0
32.0,Mechanic,17907.849579604746,825.0137055157727,6,9,30.0,4.0,18,14.0,22.169805570100888,11.0,Bad,3634.63,30.048259485549764,Yes,77.49027623059159,244.0913396617987,Good,8.0,High,Medium,1,1,0,0,1,1,0,1,0,0
40.0,Media_Manager,67963.9939278202,6529.735853388336,3,3,2.0,0.0,11,2.0,5.323862753459149,2.0,Good,572.36,31.45367076931812,No,281.1561248353989,779.4259452860082,Good,17.0,Low,Large,0,0,0,1,0,0,0,0,0,0
38.0,Scientist,39662.98906087173,6325.977234122803,3,3,12.0,4.0,3,3.0,1.756891906457034,4.0,Good,911.28,36.529320407910234,No,234.65056502394367,235.89303640353526,Good,24.0,Low,Small,0,0,0,0,0,0,1,0,0,1
19.0,Media_Manager,87711.1867719161,9293.570104021805,5,4,2.0,2.0,4,6.0,4.442237766170292,2.0,Good,21.54,37.79191040054133,No,254.77998058719712,807.5142066192623,Good,20.0,Low,Large,0,0,0,0,0,0,0,0,1,0
53.0,Accountant,47630.663915854704,3998.178206135511,1,3,2.0,0.0,3,0.0,3.7678929926962725,0.0,Good,1209.5,24.497785398693477,No,177.52952630883257,531.2447224550626,Good,27.0,Low,Small,0,0,0,1,0,0,0,0,0,0
27.0,Doctor,32066.697786580913,2680.238688018284,4,7,7.0,0.0,9,9.0,11.348258824251918,5.0,Standard,1147.68,31.657495032941974,No,76.71224102606894,400.5345473769678,Good,23.0,High,Medium,0,0,0,1,0,0,0,0,0,1
25.0,Writer,33855.74988875856,8782.278580824153,5,3,12.0,4.0,10,9.0,11.462906346036567,8.0,Standard,1190.46,36.17796434119821,Yes,202.5016618058184,363.9631535801543,Good,30.0,High,Large,1,0,0,0,1,1,0,0,0,1
55.0,Architect,131965.35122926935,9415.847117437555,0,1,12.0,3.0,11,6.0,3.6497965656098215,3.0,Good,988.16,36.59240484091079,No,371.52175655536035,721.024324236535,Good,22.0,Low,Large,0,0,0,0,0,1,0,0,1,0
28.0,Engineer,16990.33133580627,1043.7850869373237,5,3,7.0,2.0,3,3.0,3.1011160957794086,2.0,Good,659.45,25.766948130208885,NM,48.466225151480636,328.4651083476397,Good,20.0,High,Small,0,0,0,0,0,0,1,0,0,0
22.0,Media_Manager,67073.44399521,5257.389703326691,2,2,12.0,0.0,4,3.0,9.57501327652612,0.0,Good,644.63,31.60039172981883,No,355.38803067844003,651.9846419452115,Good,23.0,Low,Small,0,0,0,1,0,0,0,0,0,0
36.0,Accountant,69784.96820779245,2500.6753684199357,3,7,1.0,1.0,25,7.0,8.742964559977974,2.0,Good,832.16,26.13342807110392,No,95.75718983410886,453.36625846676066,Good,32.0,Missing,Missing,0,0,0,1,0,0,0,0,0,0
24.0,Architect,127614.67473032045,10880.670809219475,2,6,9.0,0.0,13,8.0,11.279345175154354,3.0,Good,571.79,38.75980895193414,No,724.4409198102334,950.9677571498343,Good,17.0,Low,Small,0,0,1,1,0,0,0,0,0,0
19.0,Engineer,20163.247386619332,1681.5653164493576,0,3,1.0,0.0,9,6.0,8.314493636945402,3.0,Good,684.8,40.06702044673516,NM,72.50735251117432,370.15599361937365,Good,32.0,Missing,Medium,0,0,0,1,0,0,0,0,0,0
28.0,Doctor,33155.68426070024,2541.7859140009314,3,3,12.0,3.0,8,11.0,11.181154031494197,3.0,Standard,641.39,24.908690179790913,Yes,205.68950512152296,663.7514685977196,Good,17.0,Low,Medium,0,0,1,0,0,0,0,0,1,0
20.0,Doctor,99540.71684362492,6000.503005764519,0,7,2.0,1.0,4,10.0,2.516487964001031,2.0,Good,742.19,24.138835298971415,No,371.0768907016803,556.2028227452847,Good,24.0,Missing,Missing,0,0,0,0,0,0,0,0,0,0
28.0,Scientist,138937.80969460806,10933.824481910167,3,3,11.0,2.0,2,6.0,3.112514383039758,4.0,Good,17.42,30.734480979829954,NM,437.80769851729787,920.3707879872968,Good,17.0,Missing,Missing,1,0,0,0,0,0,0,0,0,0
21.0,Engineer,32527.75624536028,2409.901605189354,5,6,1.0,3.0,12,4.0,10.779847005289351,1.0,Good,919.3,23.445133196866124,No,189.68164109668717,231.392361837783,Good,28.0,Low,Small,0,0,0,0,0,1,0,0,1,0
18.0,Doctor,79439.79255245054,7046.839482611354,0,7,2.0,3.0,0,1.0,7.857456962555332,4.0,Good,1364.7,32.38094413426878,No,388.7467993829436,966.0480188493381,Good,22.0,Low,Large,1,0,0,0,0,1,0,0,0,0
26.0,Accountant,24320.005313596637,1189.2528683770497,5,4,12.0,4.0,12,7.0,3.7872986020677484,4.0,Good,43.12,30.499050199360827,No,120.96926147429609,260.95632254890495,Good,17.0,Low,Large,0,0,0,0,0,0,1,1,0,1
47.0,Accountant,21575.59329786309,1409.7760320972884,0,3,1.0,4.0,4,5.0,4.821526169496291,3.0,Good,736.45,24.08053077281472,No,127.42063606028171,274.5068668553881,Good,28.0,Low,Medium,0,1,0,0,0,0,0,1,1,0
16.0,Manager,30897.420513800476,2724.446822494961,0,1,2.0,2.0,14,3.0,10.8374608594605,3.0,Good,371.29,23.67047117786211,No,182.52560105074463,392.10884542234623,Good,23.0,Low,Medium,0,0,0,0,1,0,0,0,0,1
29.0,Musician,27010.68294727479,843.0756326320986,5,7,16.0,4.0,19,12.0,14.33569543292158,7.0,Standard,719.92,23.19860134766082,No,111.27139711382281,280.1060934893727,Good,5.0,High,Large,1,1,0,0,1,0,0,1,0,1
21.0,Entrepreneur,116413.21367162383,9322.993594837972,5,3,13.0,2.0,0,8.0,11.327030886067677,4.0,Good,341.37,24.982439520644334,No,688.9330528772714,742.6813617912366,Good,17.0,High,Medium,0,0,1,0,0,1,0,0,0,0
51.0,Mechanic,108842.6217655553,8994.115843541307,0,7,7.0,4.0,2,5.0,6.7469425309983,3.0,Good,443.84,23.449773049180337,No,275.20912373402774,531.1442626328663,Good,25.0,Low,Small,0,1,0,0,0,0,0,0,1,0
49.0,Developer,88723.74606296571,6297.409177702657,5,7,1.0,4.0,14,7.0,8.60410633187836,3.0,Good,328.36,24.847620195196075,No,255.98598338389942,274.7278053714316,Good,28.0,Low,Small,0,1,0,0,0,0,1,1,0,0
18.0,Musician,34061.780732060746,2811.6028682465344,0,2,6.0,1.0,7,3.0,3.583211233620706,0.0,Good,1021.76,32.34606515130962,No,228.14134287566586,380.7520277207059,Good,31.0,High,Large,0,0,0,1,0,0,0,0,0,1
32.0,Architect,126916.52402342025,9984.525951990248,3,1,2.0,3.0,13,2.0,3.023084329305641,0.0,Good,869.38,34.89593675100634,No,349.28046959636055,336.22701287833297,Good,23.0,High,Small,0,1,0,0,0,1,0,0,1,0
28.0,Architect,60285.946735944526,5066.101142625489,5,1,6.0,0.0,4,10.0,3.785808312628921,4.0,Good,292.43,24.773334581460336,No,196.8211385112583,935.7142127640545,Good,29.0,High,Large,0,0,0,1,0,0,0,0,0,0
23.0,Lawyer,35883.365783398374,2673.4977735810235,5,1,2.0,2.0,16,7.0,8.368087819472803,8.0,Good,837.04,22.165360281294294,No,148.19469789649963,238.14204444629155,Good,22.0,Low,Small,0,0,1,0,0,1,0,0,0,0
48.0,Architect,42821.3181306566,3454.2174016184617,5,1,2.0,1.0,9,0.0,7.22970899093814,3.0,Good,904.82,36.984226486598814,No,156.75123306835212,353.2249358691221,Good,23.0,High,Small,0,1,0,0,0,0,0,0,0,0
21.0,Engineer,93332.02909346404,6445.752436218425,3,4,12.0,2.0,6,7.0,2.5707017558184484,3.0,Good,717.91,32.51004243433081,No,388.7498425519149,351.3239359430119,Good,32.0,Missing,Medium,0,0,0,0,0,0,0,0,0,1
39.0,Engineer,66323.64091933706,5818.159264092802,3,5,7.0,0.0,4,0.0,7.75121100619554,0.0,Good,811.05,37.472162396939545,No,198.11391354141472,553.3548826617744,Good,22.0,Low,Small,0,0,0,1,0,0,0,0,0,0
21.0,Developer,138585.12833226542,11046.755571923188,4,6,7.0,3.0,19,17.0,2.8766212848163275,5.0,Good,246.19,38.07536169578841,No,554.3222697821712,591.5394030588686,Good,33.0,High,Large,0,1,0,0,0,1,0,1,0,1
20.0,Doctor,13903.582981378226,1346.3245008370466,7,9,33.0,5.0,31,23.0,22.594908537723338,12.0,Bad,3920.12,30.559198951961864,Yes,91.77712947658156,379.3272099460488,Good,3.0,High,Large,1,1,1,0,0,1,0,0,0,0
30.0,Doctor,30263.601964165373,2453.8989522702527,0,6,1.0,0.0,9,1.0,3.8952185934080683,4.0,Good,441.63,32.82741233934071,No,63.485824229685285,361.6132687298852,Good,23.0,High,Missing,0,0,0,1,0,0,0,0,0,0
23.0,Developer,11081.291175819053,922.1056836222548,5,6,8.0,6.0,15,6.0,10.993674154110437,4.0,Good,634.26,33.419158149876594,No,229.17142310241377,215.47163798398404,Good,22.0,Low,Small,0,1,0,0,0,1,1,1,0,0
35.0,Doctor,19800.654196183885,1151.1036021022248,4,1,11.0,3.0,14,9.0,1.36172000915488,0.0,Good,317.85,34.32453254314592,No,79.61124139260923,248.01597796931455,Good,27.0,Low,Small,0,0,1,0,0,0,1,0,0,0
34.0,Scientist,41092.20059562619,5182.901243186391,5,5,9.0,0.0,24,11.0,4.059577638373261,1.0,Good,77.0,25.971093930144065,No,124.63905373411427,443.0769073403573,Good,22.0,High,Small,0,0,0,0,0,0,0,0,0,0
35.0,Engineer,34685.151018165074,3097.7585739501187,5,3,6.0,0.0,14,5.0,1.4720733716844037,5.0,Good,1057.59,23.262575449204277,No,142.0138963656559,399.8561808921843,Good,19.0,High,Large,0,0,0,1,0,0,0,0,0,0
20.0,Lawyer,44060.47720520254,3730.3767271416077,3,1,8.0,3.0,1,0.0,7.186943454773872,2.0,Good,713.94,25.591943262010933,No,121.71557286507598,483.7598429500084,Good,16.0,High,Small,0,0,0,0,1,1,0,0,0,1
18.0,Doctor,15140.65347911472,1268.1388208109556,1,1,1.0,4.0,15,9.0,3.0040405993109585,3.0,Good,0.23,33.36306922416852,No,119.46787910540878,284.83929786197814,Good,25.0,Low,Medium,0,0,0,0,1,0,0,0,0,1
24.0,Architect,19354.15535063501,1334.2031813487142,5,4,11.0,4.0,18,9.0,11.027493635601422,4.0,Good,1385.54,27.313217563510747,No,106.48334544025549,352.80177503659337,Good,28.0,Low,Large,0,1,0,0,0,0,0,0,0,1
20.0,Engineer,71654.68436996509,5334.26103564608,3,4,11.0,0.0,7,6.0,2.57238873206508,4.0,Good,1123.94,34.24535143726323,No,137.27948776874192,376.34945088485944,Good,16.0,High,Medium,0,0,0,1,0,0,0,0,0,0
27.0,Architect,132440.52921529865,10398.224338637585,5,3,11.0,4.0,2,12.0,2.0101951672750067,2.0,Good,454.29,35.30964516744528,No,492.17195299216894,843.1838976231106,Good,27.0,High,Large,1,0,0,0,1,0,0,0,1,1
21.0,Musician,38616.97786416767,2557.700218788253,6,6,6.0,2.0,11,8.0,3.220816117874943,4.0,Standard,1158.65,27.80027589366856,Yes,137.21823791107818,485.14031115529133,Good,17.0,High,Large,1,0,0,0,0,1,0,0,0,0
46.0,Doctor,16492.66719265792,1453.9679638768453,7,3,17.0,0.0,30,12.0,15.283396527566993,5.0,Standard,545.75,24.35025288941853,Yes,60.76626855640097,320.0674965186701,Good,20.0,Low,Medium,0,0,0,1,0,0,0,1,0,0
49.0,Musician,104210.219411338,1764.5944356818882,5,1,3.0,4.0,14,7.0,3.1218390806457945,0.0,Good,568.72,29.902048870734024,No,270.4753478740638,292.06777394061277,Good,15.0,Low,Large,1,1,0,0,1,1,0,0,0,0
29.0,Mechanic,15466.883881422382,1332.7238491645696,5,6,11.0,4.0,14,12.0,5.794201501611634,4.0,Bad,296.84,31.636365018521705,NM,152.12434166073967,243.62314663391825,Good,9.0,Low,Small,1,0,0,0,1,0,0,0,0,1
34.0,Doctor,14254.506469249132,1163.0669990040678,0,4,16.0,1.0,14,15.0,4.8128987889741355,2.0,Standard,702.25,25.825366920779782,Yes,63.79873024063146,347.0557245174898,Good,18.0,High,Large,0,0,0,0,0,0,0,0,0,1
21.0,Journalist,19327.554783263055,1417.244450120913,5,7,1.0,2.0,14,9.0,7.820633303808038,2.0,Standard,419.8,31.544863796729615,No,73.79284765322721,325.6119445193311,Good,16.0,High,Medium,0,0,0,0,0,0,1,0,1,0
27.0,Mechanic,39461.148784223384,3288.914646939501,7,4,7.0,3.0,14,14.0,15.244508994003105,8.0,Standard,230.15,35.375129869162606,Yes,137.9836759865915,299.30947132240226,Good,29.0,Missing,Missing,1,0,0,0,0,1,1,0,1,1
48.0,Musician,62175.08871838679,4830.366167146368,3,4,9.0,1.0,4,1.0,2.775184973653287,0.0,Good,68.74,34.889253823643436,No,139.9521469714804,569.1190588708489,Good,25.0,High,Small,0,0,0,0,1,1,0,0,0,0
30.0,Architect,45565.925400779415,3681.0277605551605,0,1,12.0,4.0,3,6.0,7.174540232172957,5.0,Good,283.91,23.02666102326745,No,145.29382260394175,294.9077617685919,Good,24.0,High,Small,0,0,0,0,0,0,1,1,0,0
31.0,Teacher,13876.86785623622,999.687391638735,7,9,26.0,5.0,29,22.0,25.49662395479877,12.0,Bad,2808.92,30.432732335833563,Yes,72.2311162098183,288.37627658167474,Good,6.0,High,Large,1,1,0,0,1,1,0,1,1,0
19.0,Musician,43243.50867191393,3492.677280713015,5,6,2.0,3.0,4,4.0,6.245013845469906,3.0,Good,941.47,37.342151377001706,No,153.3516111954441,516.2521986205355,Good,22.0,High,Small,0,1,0,0,0,1,0,0,0,0
53.0,Media_Manager,74466.1180070021,7498.78099573518,0,4,13.0,0.0,6,8.0,7.76696590487891,2.0,Good,609.88,30.84941463044984,No,262.7932416388444,727.1092138766098,Good,27.0,High,Small,0,0,0,1,0,0,0,0,0,0
44.0,Engineer,24966.279239130236,1695.5653145028093,1,1,11.0,2.0,3,5.0,2.2995903772276103,2.0,Good,1033.66,26.126037758962443,No,137.41750962156294,471.58644224399995,Good,30.0,Missing,Missing,0,0,0,0,0,0,0,0,0,0
39.0,Accountant,23990.431849734257,2405.108403885902,7,7,5.0,4.0,13,8.0,11.251106332915489,4.0,Standard,103.53,32.92837478056377,No,96.1000972732117,298.45714198835094,Good,29.0,Missing,Small,1,0,0,0,0,0,1,1,1,0
31.0,Doctor,17678.558864218503,6104.559799402461,2,6,5.0,3.0,13,0.0,7.857912515310253,3.0,Good,466.91,25.9225197625358,No,469.5717807271869,75.90535502338122,Good,33.0,Low,Small,0,1,1,0,0,1,0,0,0,0
22.0,Architect,33427.83761121185,2707.7467118728987,5,7,7.0,3.0,17,12.0,11.955775601152766,4.0,Standard,1166.06,34.28959615146318,Yes,234.45275386783504,438.13955461020015,Good,20.0,High,Large,0,0,0,0,1,0,0,1,1,1
36.0,Entrepreneur,18457.70978711668,1248.2757861416283,4,4,15.0,2.0,13,6.0,1.6309144178010953,2.0,Good,639.75,28.364572643922266,No,70.6546594601544,366.0851616580918,Good,30.0,Missing,Missing,0,0,0,0,0,0,0,1,0,0
20.0,Media_Manager,139525.61695668008,9540.081544969775,1,2,12.0,3.0,9,4.0,8.97762963314985,2.0,Good,1338.87,27.911619800338066,No,347.0491287353708,423.21411189033734,Good,22.0,Missing,Missing,1,0,0,0,0,0,0,0,0,1
24.0,Musician,8616.787716678136,5470.393646719528,10,9,20.0,9.0,30,25.0,24.179858838131278,11.0,Bad,3280.15,32.398146169487845,Yes,63.92362107533686,389.9361519895083,Good,7.0,High,Large,1,1,1,0,1,1,0,0,0,1
53.0,Architect,30906.50662051365,2268.9170678587093,8,5,12.0,4.0,24,9.0,5.199468412128042,6.0,Standard,902.06,36.57390050710074,Yes,198.69155657343538,277.02360825418697,Good,32.0,Low,Small,0,0,0,0,0,0,0,0,1,1
48.0,Developer,15478.042441141111,1875.6677940284583,6,3,20.0,4.0,24,21.0,16.89318038619214,11.0,Standard,2920.45,25.079322162026862,Yes,113.28621771714222,685.7546090462623,Good,6.0,Low,Medium,1,1,0,0,0,0,0,0,0,1
47.0,Doctor,34000.49885905597,2632.934900366144,5,4,3.0,1.0,15,9.0,2.1180860352551227,1.0,Good,109.41,34.09167290536886,No,214.0056671625152,793.9218279272267,Good,16.0,Missing,Missing,0,0,0,0,0,0,0,0,0,0
18.0,Engineer,109602.98564992365,9039.5033175404,0,1,2.0,3.0,1,5.0,5.464468772462406,3.0,Good,916.19,27.58456175164004,No,549.7307876108346,320.1485383274625,Good,25.0,Missing,Missing,0,0,0,0,0,1,1,0,0,1
26.0,Media_Manager,97954.26984667414,6745.762168600923,4,1,3.0,3.0,3,6.0,2.7998878627308015,1.0,Good,1141.91,25.23281974585207,No,267.1301789924476,187.07375983716972,Good,19.0,Low,Small,0,1,0,0,1,1,0,0,0,1
23.0,Doctor,105878.6274937079,9253.086758402464,3,7,7.0,3.0,18,16.0,16.655330669716243,4.0,Standard,389.47,33.017811205995294,Yes,254.26218514137238,186.52356675141806,Good,16.0,High,Large,1,0,1,0,0,1,0,1,1,0
28.0,Engineer,128260.72848569973,10174.0148946111,0,1,12.0,3.0,3,2.0,3.2653170127530857,1.0,Good,104.31,38.54960955129706,No,693.7506485376432,737.7946475675064,Good,17.0,High,Large,0,0,1,0,0,0,1,0,0,0
21.0,Engineer,119192.26659413504,7742.957944625079,0,3,7.0,4.0,7,2.0,10.605104114325082,0.0,Good,392.69,25.707691503630844,No,221.79548672793587,245.25301013957193,Good,20.0,Low,Small,0,0,1,0,0,0,1,0,0,0
27.0,Architect,60855.91871158562,6138.538044232457,6,9,17.0,6.0,15,15.0,11.444016661248583,10.0,Standard,2942.14,32.65054179600329,Yes,146.0034685432524,334.1681120825488,Good,7.0,High,Medium,1,1,0,0,0,0,0,1,1,0
25.0,Entrepreneur,86802.07281787398,10500.021454992768,4,4,12.0,1.0,17,8.0,1.8438854242901628,2.0,Good,726.42,41.378169792738014,No,490.1349583072641,435.4069958052223,Good,18.0,High,Large,0,0,0,0,0,1,0,0,0,0
18.0,Architect,61714.30589360397,1726.1749437445048,0,3,6.0,0.0,4,2.0,1.1632630181067625,4.0,Good,497.55,39.18208907576472,No,91.9531119352961,333.76518756708856,Good,29.0,High,Medium,0,0,0,1,0,0,0,0,0,0
30.0,Doctor,42881.19758917195,1438.836945044629,8,6,2.0,3.0,14,2.0,3.854146934145335,8.0,Good,727.32,31.16800257281162,NM,154.82925578437101,240.06222917959545,Good,23.0,Missing,Missing,0,0,0,0,1,1,0,1,0,0
47.0,Entrepreneur,38288.87943044375,3272.546965803522,4,7,12.0,3.0,13,4.0,1.6080443672270344,5.0,Good,408.34,24.739289812558457,No,163.11364471557673,268.95674041804745,Good,21.0,Low,Small,0,1,0,0,0,1,0,1,0,0
55.0,Musician,60136.973173458326,5151.554260253019,0,4,11.0,0.0,14,9.0,7.891901962436427,1.0,Good,1181.59,27.433619430452744,No,126.46578235588402,357.6137786292229,Good,24.0,High,Small,0,0,0,1,0,0,0,0,0,0
27.0,Entrepreneur,19313.4694940401,2312.503158419804,2,1,6.0,1.0,4,10.0,3.1314661293522117,4.0,Good,1113.75,36.94975692613048,No,115.0476820330319,307.8021454922028,Good,17.0,High,Small,0,0,0,0,0,1,0,0,0,0
39.0,Doctor,14376.394670750633,1086.1521202345823,3,7,11.0,1.0,26,17.0,1.2872914137475704,4.0,Standard,1159.13,27.375232067775368,Yes,80.35577491588333,277.68219045904175,Good,25.0,High,Large,0,0,0,0,0,0,0,1,0,0
19.0,Scientist,10043.048915945757,1086.1060268341296,5,7,15.0,4.0,18,17.0,11.517613341186495,8.0,Bad,789.18,28.33365498799961,No,70.44500390074646,345.46891016997785,Good,19.0,High,Large,1,0,0,0,1,1,0,0,0,0
34.0,Lawyer,28321.546364659258,3408.6457185598097,4,5,2.0,0.0,10,1.0,4.45983974565982,5.0,Good,802.69,26.459618004447606,No,149.93280067545217,492.6152522864832,Good,31.0,High,Large,0,0,0,0,1,0,0,0,0,0
19.0,Mechanic,30388.032674460614,5984.859972387526,5,1,6.0,0.0,6,5.0,4.841699327576554,4.0,Good,695.1,22.494389050373513,No,229.22958196911648,412.7199676019224,Good,19.0,Low,Small,0,0,0,1,0,0,0,0,0,0
40.0,Engineer,62221.68475430699,4653.960541129488,2,3,1.0,1.0,4,3.0,0.8325995931740203,4.0,Good,152.51,25.70592991318616,No,233.3814388351227,268.0779994918564,Good,23.0,High,Medium,0,0,0,0,0,0,1,0,0,0
25.0,Architect,15479.726250486088,1139.8448803256733,0,4,2.0,2.0,7,0.0,3.173389863163491,2.0,Good,542.33,33.52959579090686,No,97.37273544849653,247.6558187141477,Good,20.0,High,Small,0,1,0,0,0,1,1,0,0,0
18.0,Manager,39509.38028397561,2524.1681356416602,2,3,1.0,4.0,10,5.0,11.50535279051309,2.0,Good,741.2,23.632534635504094,No,123.08348109198823,280.63054590012956,Good,21.0,Low,Small,1,0,0,0,1,0,0,0,1,1
28.0,Journalist,21128.06102730351,1376.1107324981563,5,3,1.0,4.0,13,9.0,9.057297484253448,4.0,Good,1002.73,27.775188791868658,No,67.12870703673615,268.72444113497835,Good,20.0,Low,Large,1,0,0,0,1,0,0,0,1,0
42.0,Media_Manager,28550.200944307468,2574.3485645003566,8,5,2.0,1.0,9,3.0,10.560893637099374,0.0,Good,1227.89,30.584423940765298,No,248.92575004183385,489.32801929813263,Good,24.0,High,Large,0,0,0,0,0,0,0,0,0,0
22.0,Musician,40502.75629806418,3574.0388252845282,1,3,7.0,3.0,0,0.0,7.501529696009224,4.0,Good,627.45,22.83571763560319,No,185.93634428352607,385.4115732602452,Good,20.0,Low,Small,0,0,0,0,0,1,0,0,1,0
34.0,Mechanic,114651.72111374822,2785.1555296723664,8,4,2.0,0.0,22,10.0,4.7521034624174785,4.0,Standard,498.45,23.67533075123075,NM,237.6320785426242,404.32006412718255,Good,24.0,Low,Large,0,0,0,1,0,0,0,0,0,0
24.0,Engineer,29696.90559236437,2818.9088092582365,1,5,6.0,4.0,19,14.0,3.2098089615071914,4.0,Good,1378.27,27.81034967504022,No,116.3156728486676,281.0115422654985,Good,29.0,High,Medium,1,0,0,0,1,1,0,0,1,1
18.0,Journalist,35542.82842303756,2988.685583787838,5,5,2.0,2.0,0,0.0,5.8019353031647,1.0,Good,1106.63,26.601267945340602,No,242.6282056215819,289.69421093943157,Good,21.0,Low,Small,0,0,0,0,1,0,0,0,1,0
47.0,Developer,29469.83483144466,2653.0735722153795,6,5,17.0,4.0,19,17.0,16.120447874693937,7.0,Standard,192.91,31.87820001178034,Yes,117.4823353912763,404.2220280172792,Good,6.0,High,Large,0,1,0,0,1,1,0,0,0,1
22.0,Architect,43599.162134340826,3324.210559840534,5,3,7.0,2.0,6,6.0,1.3361594314786567,5.0,Good,981.61,23.149639002726296,No,251.18102990512494,527.3333316585844,Good,23.0,High,Large,0,1,0,0,0,0,0,0,0,0
21.0,Doctor,81757.52692681231,6481.893624446412,4,1,5.0,3.0,6,6.0,4.784864184354352,5.0,Good,784.24,38.71976403333071,No,335.47024769092366,920.5432522797113,Good,32.0,Low,Medium,0,0,1,0,0,1,1,0,0,0
21.0,Architect,120847.81467343043,9199.250030090272,0,3,7.0,1.0,7,13.0,4.094925772402832,1.0,Good,206.35,39.81752042660679,No,265.45553184846756,779.4698932479339,Good,29.0,High,Large,0,0,0,0,0,0,1,0,0,0
48.0,Teacher,93888.46112854496,7302.131501373798,3,3,12.0,3.0,13,11.0,7.227474381434962,4.0,Good,406.32,35.69226063679317,No,264.37876881283483,159.62956010739595,Good,20.0,Low,Small,0,1,0,0,0,1,0,0,0,1
