Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Amount_invested_monthly,Monthly_Balance,Credit_Score,Credit_History_Years,Spending_Level,Payment_Size,Credit-Builder Loan,Home Equity Loan,Personal Loan,Not_Specified,Mortgage Loan,Not Specified,Payday Loan,Debt Consolidation Loan,Auto Loan,Student Loan
45.0,Manager,42590.81730172824,3497.8769545464643,5,4,12.0,4.0,3,8.0,11.231146207483095,2.0,Good,671.56,38.428089813043734,No,197.01470186259135,403.431846122088,Good,29.0,High,Medium,0,0,0,0,1,0,0,1,0,0
48.0,Entrepreneur,65176.73473430527,6697.852182066727,3,7,10.0,3.0,14,10.0,3.1392773733946373,4.0,Good,241.83,36.64936199125268,No,125.42026140091359,565.5823539233534,Good,22.0,Low,Medium,0,1,0,0,0,0,0,0,0,0
49.0,Doctor,12461.443189099471,1294.2476942487804,5,3,12.0,3.0,13,11.0,8.995262709863411,1.0,Good,666.08,23.747186117129328,No,141.36760165379064,272.85145651282687,Good,31.0,Low,Medium,1,0,0,0,0,0,0,1,0,1
45.0,Developer,42758.79317765414,2854.5759781279703,0,1,8.0,3.0,1,6.0,7.14169330749837,4.0,Good,210.93,23.29752548753381,No,207.85551302514435,292.215736051593,Good,23.0,Low,Large,0,0,0,0,1,1,0,0,0,1
19.0,Entrepreneur,65344.15097799055,5359.3350877661,5,4,6.0,0.0,6,6.0,7.148346571577717,3.0,Good,627.39,26.72978684621904,No,278.8622510012212,892.430829526565,Good,18.0,High,Small,0,0,0,1,0,0,0,0,0,0
19.0,Developer,116434.99878790253,9547.541874078528,1,6,7.0,3.0,2,6.0,9.268021350915806,0.0,Good,256.7,38.122220118871894,NM,208.71177483014253,713.681489939378,Good,31.0,Low,Large,0,0,1,0,0,0,1,0,0,0
23.0,Musician,39448.41664242161,2492.378174166778,5,5,8.0,2.0,14,4.0,8.478472926172133,2.0,Good,12.61,31.398825547623495,No,274.4065922881167,382.17607906074795,Good,25.0,High,Small,0,1,0,0,1,1,0,0,0,0
43.0,Writer,42219.66935310372,3545.7552153231445,5,5,7.0,1.0,8,4.0,10.833450608193417,8.0,Good,748.19,28.85182720305436,No,168.82464562784335,446.06401177876614,Good,17.0,High,Large,0,1,0,0,0,1,0,0,0,0
53.0,Media_Manager,129103.40120679529,9550.993696626505,0,5,2.0,3.0,0,3.0,11.69568501299384,4.0,Good,245.18,25.444036938980883,No,360.66999879139735,800.2952007700758,Good,23.0,Low,Large,0,0,1,0,0,0,1,0,1,0
26.0,Entrepreneur,39591.967958327616,1503.6129500585996,5,7,8.0,4.0,24,18.0,11.38692463926202,8.0,Standard,630.68,32.58495510341037,Yes,205.18374981570753,298.31277751250923,Good,4.0,High,Large,1,0,0,0,1,1,1,1,0,0
20.0,Entrepreneur,30416.012545287413,2622.0806737726302,3,3,2.0,1.0,0,0.0,7.359629834867237,2.0,Good,753.16,23.542253325094585,No,195.7882219198207,442.93739737632933,Good,17.0,Low,Small,0,0,0,1,0,0,0,0,0,0
35.0,Lawyer,22859.313998061036,1881.5537469906976,5,5,11.0,3.0,14,7.0,2.816856497242865,3.0,Good,1156.62,38.488667204123544,NM,89.12001922064995,193.2659190541326,Good,19.0,High,Large,1,1,0,0,0,0,0,0,0,1
41.0,Engineer,134214.35520809202,9860.238550967757,3,7,12.0,1.0,5,9.0,3.3011840488089126,1.0,Good,292.06,30.96900455472128,No,374.74441321347064,876.4691461121638,Good,16.0,High,Large,0,0,0,0,1,1,0,0,0,1
36.0,Entrepreneur,34279.39081720126,2712.551752319603,5,5,4.0,4.0,13,5.0,2.9759234848427383,4.0,Good,203.04,24.369298027867377,Yes,155.92237402979822,580.284459874679,Good,20.0,Low,Large,1,0,0,0,0,1,0,0,1,0
27.0,Manager,39962.276512442084,2400.3580722746697,6,4,8.0,4.0,17,12.0,7.545592733256238,4.0,Standard,1000.47,23.93221651638567,Yes,115.71754122954904,269.7407880622496,Good,18.0,High,Large,1,0,0,0,1,1,1,1,0,0
19.0,Engineer,83688.37337300333,7219.449176561568,2,2,5.0,3.0,21,10.0,3.654183828416456,1.0,Good,1088.34,32.80945219659746,No,315.5899226058954,633.0103364238868,Good,20.0,High,Large,0,0,0,0,0,1,0,0,0,0
50.0,Musician,79508.34742432117,2350.750131189192,8,7,18.0,3.0,26,19.0,14.511113918400316,6.0,Standard,1330.99,32.0114641413985,Yes,177.51695838645247,445.9660409220173,Good,6.0,Low,Medium,1,0,0,0,0,0,0,1,1,0
48.0,Engineer,43448.380978781504,3871.6229630637463,4,5,7.0,1.0,1,2.0,1.214322999197538,4.0,Good,887.83,27.417308878673936,No,129.87881460234578,459.5275463862937,Good,31.0,High,Large,0,1,0,0,0,0,0,1,0,0
24.0,Entrepreneur,78729.80910780976,5967.724379904552,5,7,8.0,3.0,27,15.0,6.66648212035855,4.0,Good,625.1,30.53414994805717,Yes,239.5948875183382,513.527031094797,Good,31.0,High,Medium,0,0,1,0,1,0,1,0,0,0
27.0,Doctor,25272.554167230686,784.2934361313505,7,7,20.0,4.0,26,21.0,12.74441888170951,8.0,Standard,1111.25,34.26601267183925,Yes,141.34890830990128,333.62704045890837,Good,11.0,Low,Medium,1,1,1,0,0,1,0,0,1,0
26.0,Lawyer,73634.88091368566,8919.024150344398,5,3,12.0,3.0,3,8.0,5.340719592211791,5.0,Good,1205.68,29.50171746078599,No,431.6448624266234,768.4120553514086,Good,23.0,High,Medium,0,0,1,0,0,1,1,0,0,0
47.0,Writer,92732.01222933522,10342.445945743242,0,3,2.0,2.0,14,2.0,3.780805085948134,3.0,Good,937.26,36.109167099513954,No,260.80373104751277,747.4481849826252,Good,22.0,Low,Small,0,0,1,0,0,1,0,0,0,0
31.0,Mechanic,14298.292600876159,1333.4039281291111,3,4,11.0,4.0,14,7.0,1.8304409570916482,4.0,Good,1386.65,27.251917763412692,Yes,43.35142626237538,304.4276903616348,Good,23.0,Missing,Missing,1,0,0,0,0,1,1,0,0,0
28.0,Doctor,16271.199934352579,6699.837433754,1,7,9.0,4.0,4,2.0,4.869510047887266,4.0,Good,363.91,31.156436756420888,No,516.9806136753086,339.78696255522965,Good,22.0,Missing,Missing,1,0,0,0,1,1,0,0,0,0
25.0,Doctor,76199.87434124628,8563.587299859404,6,3,17.0,3.0,13,10.0,18.696469505816726,8.0,Standard,1351.69,31.492353431045128,Yes,300.90631938791284,318.35567027748596,Good,13.0,High,Large,0,0,0,0,0,1,0,0,0,0
25.0,Teacher,144198.56342787662,9557.299038101217,0,1,11.0,4.0,1,2.0,3.7579541093750404,1.0,Good,1204.62,32.00768762026159,No,576.3205290510302,885.5646439606446,Good,32.0,High,Large,1,0,0,0,0,0,1,0,1,0
18.0,Accountant,14736.527337501848,1223.3991852375593,0,4,6.0,2.0,14,8.0,3.2168329456960025,4.0,Good,264.49,27.463285391605794,No,151.4432297608067,312.7140099642274,Good,30.0,High,Large,0,0,1,0,0,0,0,0,0,0
17.0,Scientist,29903.346077142985,2687.0412369619035,5,1,7.0,4.0,0,3.0,6.4456830400506995,2.0,Good,1319.67,22.11314020318623,No,59.79313479023392,344.739606691893,Good,24.0,High,Small,0,0,0,0,1,1,0,0,0,1
27.0,Writer,101015.56839535783,7690.355389604884,1,5,1.0,2.0,14,4.0,3.141250424980391,4.0,Good,673.14,30.281765106020764,No,208.8079770623057,584.6461644196135,Good,28.0,Low,Large,0,0,0,0,0,0,0,0,0,1
17.0,Doctor,98606.74880718031,10203.822199019216,0,1,7.0,4.0,0,9.0,2.33487366452335,4.0,Good,403.08,36.503537245002484,NM,399.34029782172246,496.81816122652475,Good,16.0,High,Large,1,0,1,0,1,1,0,0,0,0
20.0,Media_Manager,100336.90366988098,9552.02888291719,5,3,7.0,3.0,24,8.0,8.494427559399526,6.0,Good,995.03,27.871730162583276,No,197.77255814425672,417.2864322967162,Good,16.0,Low,Medium,0,0,0,0,1,1,0,1,0,0
52.0,Lawyer,59803.42854253016,4325.237715862366,0,6,7.0,1.0,5,4.0,6.71633007563943,0.0,Good,50.8,28.012777224652535,No,143.03182513483722,505.42350387285273,Good,32.0,High,Large,0,0,0,1,0,0,0,0,0,0
28.0,Mechanic,18734.493005209275,1312.9522326661245,5,3,3.0,3.0,15,5.0,5.031624330831145,2.0,Good,686.37,25.70059237177278,No,69.77590460941454,229.39528987519907,Good,26.0,Low,Missing,0,1,0,0,1,1,1,0,0,1
26.0,Entrepreneur,103771.57873844913,6077.155340035911,5,1,11.0,4.0,17,2.0,11.599002834093104,2.0,Good,1392.87,23.44776318066932,No,212.6930694853865,314.04845818497085,Good,22.0,Low,Large,0,0,0,0,1,1,0,1,0,0
26.0,Manager,70981.56615663032,7169.227772706109,3,4,11.0,1.0,0,2.0,7.67225327617936,2.0,Good,162.06,23.599158884489825,No,249.4085506369219,327.13192990453916,Good,17.0,Low,Small,0,0,0,0,0,1,0,0,0,1
29.0,Architect,112951.06344678957,6566.5687335852945,5,1,2.0,1.0,14,12.0,8.960834500372815,4.0,Standard,557.42,36.052072898031156,No,271.79195212075945,609.6634163462411,Good,22.0,High,Medium,0,0,0,0,0,0,0,0,0,0
21.0,Doctor,20334.13669324015,1813.2201954161444,5,7,12.0,4.0,14,2.0,2.648060256845209,4.0,Good,1376.6,30.49148390054132,No,81.02502345347953,286.5963796143162,Good,25.0,Missing,Small,1,1,0,0,1,1,0,0,0,0
22.0,Engineer,127123.01899663599,10199.069175526769,5,7,12.0,4.0,12,9.0,7.0062263427182625,0.0,Good,725.13,36.17499533270082,No,285.0688848706399,786.1488869262702,Good,23.0,High,Large,0,0,0,0,0,1,0,0,1,0
19.0,Engineer,129797.71288801028,10239.97208049033,0,3,12.0,1.0,12,7.0,4.650817477773775,5.0,Good,626.88,37.651703655593195,No,309.36783604225707,731.0392943978885,Good,31.0,Low,Large,0,0,0,0,0,0,0,0,0,0
28.0,Accountant,72735.46759255038,5045.530159256368,7,6,19.0,9.0,12,22.0,24.659720121495543,4.0,Bad,3933.35,32.18435325091355,Yes,279.7334176773762,191.1274267567485,Good,15.0,High,Large,1,1,0,0,1,1,1,0,1,1
19.0,Doctor,70245.16014736763,6473.83428200284,0,1,11.0,3.0,4,9.0,0.9848106874545943,2.0,Good,327.74,25.711380238511854,No,412.11462219202906,907.9858529824294,Good,24.0,High,Large,0,0,0,0,1,1,0,1,0,1
41.0,Developer,73390.38823648794,2199.220645231207,5,7,12.0,4.0,19,7.0,2.6386499833369674,2.0,Good,559.81,28.670029445031975,No,76.7618058648893,373.4312533604059,Good,29.0,High,Medium,1,0,0,0,1,1,0,0,0,1
25.0,Mechanic,117467.83875567665,10269.85184022724,5,6,2.0,1.0,11,1.0,9.559838565902673,2.0,Good,732.47,23.5722269974343,No,295.2865050201452,343.2093322070508,Good,30.0,Low,Small,0,0,0,0,0,0,1,0,1,0
33.0,Accountant,18414.771193113265,1731.621628725941,10,9,25.0,9.0,44,4360.0,16.732200155224586,12.0,Bad,3132.13,35.932569470503395,Yes,76.21936430194506,479.4716494150325,Good,5.0,High,Large,1,1,1,0,0,1,0,1,0,1
53.0,Musician,42977.48442462419,3676.818631546024,0,3,9.0,3.0,5,4.0,3.691226003270134,4.0,Good,652.96,22.243764194545356,No,144.93012605724527,361.52282266177565,Good,32.0,Low,Small,0,0,0,0,0,0,0,0,0,1
39.0,Engineer,12799.320002668152,1355.9318274906284,10,9,27.0,9.0,32,20.0,27.002474784802857,8.0,Bad,3828.84,30.19908898110405,Yes,57.81467168468584,353.7009597574299,Good,12.0,Low,Large,1,1,1,0,0,1,0,0,1,1
27.0,Engineer,85105.49831613344,5803.3770327688335,3,7,16.0,3.0,17,19.0,16.62676159995493,6.0,Standard,250.59,32.86607322131917,Yes,223.32571856690427,341.38171538210776,Good,8.0,High,Large,0,1,1,0,1,1,0,0,0,0
49.0,Engineer,85927.21155727387,8020.702019947785,1,5,9.0,3.0,13,4.0,3.330273271564958,4.0,Good,97.07,30.262632605294446,No,227.00599905445205,408.72461337611037,Good,22.0,Low,Large,0,0,0,0,1,1,0,0,0,0
53.0,Musician,45252.195216800574,3489.5395638333002,0,7,2.0,3.0,13,0.0,5.38951176466523,3.0,Good,57.69,23.48161242002611,No,151.19557063145635,440.7650370077062,Good,22.0,High,Large,0,1,0,0,0,0,0,0,0,1
22.0,Scientist,109802.86353827377,8003.572306357982,8,5,11.0,0.0,3,5.0,2.4153796670973637,2.0,Standard,810.99,30.935975079301425,No,238.82749198236812,909.3523522752794,Good,29.0,High,Large,0,0,0,1,0,0,0,0,0,1
21.0,Lawyer,36230.21409159679,3082.335047710387,0,5,7.0,0.0,2,0.0,3.4969140829428205,3.0,Good,1213.69,31.007791998123587,No,100.52164831937722,423.3434378215324,Good,26.0,Low,Large,0,0,0,1,0,0,0,0,0,0
53.0,Musician,32521.755655338275,2186.3630434488614,9,6,15.0,3.0,18,5.0,17.715869809303282,8.0,Standard,1793.37,39.36290597464251,Yes,76.73193872849146,338.3214639361055,Good,12.0,High,Large,1,1,0,0,0,0,0,1,1,0
48.0,Writer,117046.78367506416,5081.204599649464,6,3,5.0,1.0,12,8.0,1.3970785840545645,4.0,Good,760.16,32.4555370705391,No,320.83700543039345,992.9051955034552,Good,17.0,Low,Small,0,0,0,0,0,0,0,0,0,0
53.0,Doctor,85770.69973161908,2704.5668820274373,5,6,6.0,2.0,16,6.0,6.842952058403317,2.0,Good,1388.39,37.45474887861802,No,194.06771547159963,471.6379963217663,Good,31.0,Low,Medium,0,0,0,0,1,0,1,0,0,0
47.0,Musician,44770.57483288084,2715.794934111995,3,5,4.0,4.0,2,5.0,6.089992651661419,4.0,Good,586.58,28.8862111260494,No,92.22173507337538,291.1838869353969,Good,22.0,High,Large,1,1,0,0,1,0,0,0,1,1
26.0,Mechanic,28187.21218940343,2350.8743783468713,3,7,2.0,4.0,18,6.0,7.728479265417511,6.0,Standard,1130.1,21.917630583800673,No,239.60625737007604,534.9052860280502,Good,18.0,Low,Large,1,0,0,0,0,1,0,0,1,0
40.0,Developer,134159.70384141788,10843.458935940871,0,1,5.0,3.0,9,0.0,7.061147742866499,5.0,Good,210.89,27.26710227934853,No,846.5509377289931,631.4132435276704,Good,28.0,Low,Medium,0,0,1,0,1,1,1,0,0,0
51.0,Engineer,42519.7389772503,3586.8434133583146,0,1,6.0,3.0,13,5.0,5.899245187333748,1.0,Good,103.34,27.3404304182541,NM,124.95393403664691,512.2043150906264,Good,31.0,Missing,Missing,0,0,0,0,0,1,1,0,0,0
52.0,Doctor,16242.881253596215,1236.5685504456897,3,4,14.0,0.0,16,16.0,15.389755242385467,4.0,Standard,498.65,33.95804291233859,Yes,61.73120320753447,317.006019418902,Good,18.0,Missing,Missing,0,0,0,0,0,0,1,1,0,0
26.0,Doctor,80248.55429434622,1316.795736597102,1,7,9.0,2.0,18,6.0,2.8971691130157873,4.0,Good,123.88,28.701580952052524,No,156.87896224329674,341.4209029195052,Good,26.0,High,Medium,0,0,0,0,0,0,0,0,0,1
49.0,Journalist,87040.77983272931,10257.02738979234,0,5,8.0,4.0,6,4.0,2.306695195561411,6.0,Good,811.97,31.39634482068163,No,267.06253751885856,707.178399136313,Good,19.0,High,Large,1,0,0,0,0,1,1,0,1,0
27.0,Accountant,59645.80536210659,7678.661170399849,6,3,11.0,3.0,7,11.0,2.104143474858877,3.0,Standard,270.93,29.328501718603412,Yes,194.6144501465284,371.5353455576609,Good,15.0,Low,Large,0,0,0,0,0,0,0,1,1,0
20.0,Doctor,136632.33461576354,11657.629098395711,0,3,6.0,2.0,4,4.0,11.043716267191034,5.0,Good,852.8,30.03170328158149,No,241.4283428191217,568.0734421141447,Good,32.0,Low,Medium,0,0,0,0,0,0,1,0,0,0
29.0,Writer,88023.19399742414,9388.484572721229,1,3,7.0,3.0,7,7.0,4.938150175174873,1.0,Good,882.39,30.907661525987123,No,523.846139384586,669.3326829876441,Good,25.0,High,Large,0,0,1,0,1,1,0,0,0,0
21.0,Engineer,121812.59951702967,8465.56781625147,5,1,12.0,3.0,17,7.0,7.04967002237657,4.0,Good,626.07,24.684973708447927,No,459.88435632543246,569.6333694526998,Good,23.0,Low,Small,0,1,0,0,0,1,0,0,0,1
32.0,Engineer,58213.82787568184,6269.562145824338,5,7,12.0,2.0,11,18.0,4.31877901457731,4.0,Standard,1001.29,40.34319458412425,Yes,297.9951700737555,372.89296828096525,Good,24.0,High,Medium,0,0,1,0,0,1,0,1,0,0
50.0,Teacher,14709.731958629221,1217.7035879620262,5,7,7.0,4.0,17,16.0,3.0714878345483863,2.0,Good,606.02,28.18881933896694,No,66.78615271888205,286.2735544506184,Good,20.0,High,Medium,1,0,0,0,1,0,0,0,1,0
20.0,Mechanic,18963.919306994907,1207.8446512624323,3,6,17.0,4.0,19,11.0,17.175717273547377,1.0,Standard,631.9,29.173903212125097,Yes,66.50718056116925,310.7286636948519,Good,30.0,Missing,Missing,1,0,0,0,0,0,0,1,0,1
19.0,Architect,30996.289745665792,2473.6451968135057,5,6,7.0,1.0,25,17.0,9.960204303753017,8.0,Standard,56.55,27.293240211214343,No,89.10010541191282,360.75175696814597,Good,17.0,Missing,Missing,0,0,1,0,0,0,0,0,0,0
51.0,Musician,29744.917797506052,2235.66805531449,5,4,12.0,3.0,9,7.0,11.525639723582511,4.0,Good,775.92,35.829066939048026,No,193.633385890327,276.4605768107743,Good,23.0,Low,Large,1,1,0,0,0,0,0,0,1,0
28.0,Musician,48091.37350124481,3844.814530748138,5,4,11.0,2.0,9,0.0,1.1133720606530073,2.0,Good,152.1,22.810580809893654,No,94.51333179855155,344.9465294237924,Good,23.0,High,Medium,0,0,0,0,1,0,0,1,0,1
55.0,Architect,107905.38805896226,9520.074392987031,5,4,12.0,3.0,8,8.0,10.878055314390052,4.0,Standard,739.5,31.12203194262966,No,515.6510073126126,786.156631909889,Good,17.0,High,Small,0,0,0,0,0,1,1,1,1,0
25.0,Scientist,87635.43757641825,6728.911077158569,8,5,5.0,7.0,22,10.0,16.296987336183356,0.0,Standard,768.13,26.73218556917715,Yes,172.02498559284277,633.7280127641036,Good,31.0,High,Large,0,1,0,0,1,1,1,0,0,1
49.0,Architect,43055.25164795142,2348.78132108685,2,6,1.0,2.0,9,3.0,7.87257628123932,0.0,Good,8.84,35.59342655353561,No,70.06956337990637,411.42809694062305,Good,27.0,High,Small,0,1,0,0,0,0,0,0,0,1
53.0,Mechanic,31950.41069216522,3431.514444104601,5,1,2.0,4.0,15,4.0,2.742941793511616,4.0,Good,1426.96,35.659443714730315,No,184.31728463438543,337.9540134076334,Good,22.0,Missing,Missing,0,1,0,0,0,0,0,1,0,1
33.0,Musician,104396.78713265981,9245.652081405482,0,1,7.0,3.0,8,9.0,1.1805183321347053,4.0,Good,1279.25,38.9712864548115,NM,238.7642337530194,740.0359656813974,Good,24.0,High,Medium,0,0,1,0,0,0,1,0,0,0
